id,technology,published,updated,title,summary,authors
http://arxiv.org/abs/2404.03499v1,Artificial intelligence,2024-04-04T14:57:32Z,2024-04-04T14:57:32Z,Comprehensible Artificial Intelligence on Knowledge Graphs: A survey,"  Artificial Intelligence applications gradually move outside the safe walls of
research labs and invade our daily lives. This is also true for Machine
Learning methods on Knowledge Graphs, which has led to a steady increase in
their application since the beginning of the 21st century. However, in many
applications, users require an explanation of the Artificial Intelligences
decision. This led to increased demand for Comprehensible Artificial
Intelligence. Knowledge Graphs epitomize fertile soil for Comprehensible
Artificial Intelligence, due to their ability to display connected data, i.e.
knowledge, in a human- as well as machine-readable way. This survey gives a
short history to Comprehensible Artificial Intelligence on Knowledge Graphs.
Furthermore, we contribute by arguing that the concept Explainable Artificial
Intelligence is overloaded and overlapping with Interpretable Machine Learning.
By introducing the parent concept Comprehensible Artificial Intelligence, we
provide a clear-cut distinction of both concepts while accounting for their
similarities. Thus, we provide in this survey a case for Comprehensible
Artificial Intelligence on Knowledge Graphs consisting of Interpretable Machine
Learning on Knowledge Graphs and Explainable Artificial Intelligence on
Knowledge Graphs. This leads to the introduction of a novel taxonomy for
Comprehensible Artificial Intelligence on Knowledge Graphs. In addition, a
comprehensive overview of the research on Comprehensible Artificial
Intelligence on Knowledge Graphs is presented and put into the context of the
taxonomy. Finally, research gaps in the field of Comprehensible Artificial
Intelligence on Knowledge Graphs are identified for future research.
","['Simon Schramm', 'Christoph Wehner', 'Ute Schmid']"
http://arxiv.org/abs/2104.13155v2,Artificial intelligence,2021-04-27T13:03:25Z,2021-05-07T18:34:10Z,"Watershed of Artificial Intelligence: Human Intelligence, Machine
  Intelligence, and Biological Intelligence","  This article reviews the ""Once learning"" mechanism that was proposed 23 years
ago and the subsequent successes of ""One-shot learning"" in image classification
and ""You Only Look Once - YOLO"" in objective detection. Analyzing the current
development of Artificial Intelligence (AI), the proposal is that AI should be
clearly divided into the following categories: Artificial Human Intelligence
(AHI), Artificial Machine Intelligence (AMI), and Artificial Biological
Intelligence (ABI), which will also be the main directions of theory and
application development for AI. As a watershed for the branches of AI, some
classification standards and methods are discussed: 1) Human-oriented,
machine-oriented, and biological-oriented AI R&D; 2) Information input
processed by Dimensionality-up or Dimensionality-reduction; 3) The use of
one/few or large samples for knowledge learning.
","['Li Weigang', 'Liriam Enamoto', 'Denise Leyi Li', 'Geraldo Pereira Rocha Filho']"
http://arxiv.org/abs/2111.11295v1,Artificial intelligence,2021-11-08T00:10:49Z,2021-11-08T00:10:49Z,"Artificial Intelligence Technology analysis using Artificial
  Intelligence patent through Deep Learning model and vector space model","  Thanks to rapid development of artificial intelligence technology in recent
years, the current artificial intelligence technology is contributing to many
part of society. Education, environment, medical care, military, tourism,
economy, politics, etc. are having a very large impact on society as a whole.
For example, in the field of education, there is an artificial intelligence
tutoring system that automatically assigns tutors based on student's level. In
the field of economics, there are quantitative investment methods that
automatically analyze large amounts of data to find investment laws to create
investment models or predict changes in financial markets. As such, artificial
intelligence technology is being used in various fields. So, it is very
important to know exactly what factors have an important influence on each
field of artificial intelligence technology and how the relationship between
each field is connected. Therefore, it is necessary to analyze artificial
intelligence technology in each field. In this paper, we analyze patent
documents related to artificial intelligence technology. We propose a method
for keyword analysis within factors using artificial intelligence patent data
sets for artificial intelligence technology analysis. This is a model that
relies on feature engineering based on deep learning model named KeyBERT, and
using vector space model. A case study of collecting and analyzing artificial
intelligence patent data was conducted to show how the proposed model can be
applied to real world problems.
","['Yongmin Yoo', 'Dongjin Lim', 'Kyungsun Kim']"
http://arxiv.org/abs/cs/0701087v2,Artificial intelligence,2007-01-13T16:50:37Z,2007-04-27T18:00:27Z,Artificiality in Social Sciences,"  This text provides with an introduction to the modern approach of
artificiality and simulation in social sciences. It presents the relationship
between complexity and artificiality, before introducing the field of
artificial societies which greatly benefited from the computer power fast
increase, gifting social sciences with formalization and experimentation tools
previously owned by ""hard"" sciences alone. It shows that as ""a new way of doing
social sciences"", artificial societies should undoubtedly contribute to a
renewed approach in the study of sociality and should play a significant part
in the elaboration of original theories of social phenomena.
",['Jean-Philippe Rennard']
http://arxiv.org/abs/0901.0317v1,Artificial intelligence,2009-01-03T17:35:49Z,2009-01-03T17:35:49Z,Design of a P System based Artificial Graph Chemistry,"  Artificial Chemistries (ACs) are symbolic chemical metaphors for the
exploration of Artificial Life, with specific focus on the origin of life. In
this work we define a P system based artificial graph chemistry to understand
the principles leading to the evolution of life-like structures in an AC set up
and to develop a unified framework to characterize and classify symbolic
artificial chemistries by devising appropriate formalism to capture semantic
and organizational information. An extension of P system is considered by
associating probabilities with the rules providing the topological framework
for the evolution of a labeled undirected graph based molecular reaction
semantics.
",['Janardan Misra']
http://arxiv.org/abs/1412.6703v2,Artificial intelligence,2014-12-20T22:35:48Z,2014-12-23T16:17:35Z,"Quantifying Natural and Artificial Intelligence in Robots and Natural
  Systems with an Algorithmic Behavioural Test","  One of the most important aims of the fields of robotics, artificial
intelligence and artificial life is the design and construction of systems and
machines as versatile and as reliable as living organisms at performing high
level human-like tasks. But how are we to evaluate artificial systems if we are
not certain how to measure these capacities in living systems, let alone how to
define life or intelligence? Here I survey a concrete metric towards measuring
abstract properties of natural and artificial systems, such as the ability to
react to the environment and to control one's own behaviour.
",['Hector Zenil']
id,technology,published,updated,title,summary,authors
http://arxiv.org/abs/2308.13791v1,Augmented reality,2023-08-26T07:33:23Z,2023-08-26T07:33:23Z,Handwritten image augmentation,"  In this paper, we introduce Handwritten augmentation, a new data augmentation
for handwritten character images. This method focuses on augmenting handwritten
image data by altering the shape of input characters in training. The proposed
handwritten augmentation is similar to position augmentation, color
augmentation for images but a deeper focus on handwritten characters.
Handwritten augmentation is data-driven, easy to implement, and can be
integrated with CNN-based optical character recognition models. Handwritten
augmentation can be implemented along with commonly used data augmentation
techniques such as cropping, rotating, and yields better performance of models
for handwritten image datasets developed using optical character recognition
methods.
",['Mahendran N']
http://arxiv.org/abs/2104.00722v1,Augmented reality,2021-04-01T19:00:17Z,2021-04-01T19:00:17Z,GABO: Graph Augmentations with Bi-level Optimization,"  Data augmentation refers to a wide range of techniques for improving model
generalization by augmenting training examples. Oftentimes such methods require
domain knowledge about the dataset at hand, spawning a plethora of recent
literature surrounding automated techniques for data augmentation. In this work
we apply one such method, bilevel optimization, to tackle the problem of graph
classification on the ogbg-molhiv dataset. Our best performing augmentation
achieved a test ROCAUC score of 77.77 % with a GIN+virtual classifier, which
makes it the most effective augmenter for this classifier on the leaderboard.
This framework combines a GIN layer augmentation generator with a bias
transformation and outperforms the same classifier augmented using the
state-of-the-art FLAG augmentation.
","['Heejung W. Chung', 'Avoy Datta', 'Chris Waites']"
http://arxiv.org/abs/2501.18648v2,Augmented reality,2025-01-29T16:38:57Z,2025-03-21T18:17:47Z,"Multimodal Large Language Models for Image, Text, and Speech Data
  Augmentation: A Survey","  In the past five years, research has shifted from traditional Machine
Learning (ML) and Deep Learning (DL) approaches to leveraging Large Language
Models (LLMs) , including multimodality, for data augmentation to enhance
generalization, and combat overfitting in training deep convolutional neural
networks. However, while existing surveys predominantly focus on ML and DL
techniques or limited modalities (text or images), a gap remains in addressing
the latest advancements and multi-modal applications of LLM-based methods. This
survey fills that gap by exploring recent literature utilizing multimodal LLMs
to augment image, text, and audio data, offering a comprehensive understanding
of these processes. We outlined various methods employed in the LLM-based
image, text and speech augmentation, and discussed the limitations identified
in current approaches. Additionally, we identified potential solutions to these
limitations from the literature to enhance the efficacy of data augmentation
practices using multimodal LLMs. This survey serves as a foundation for future
research, aiming to refine and expand the use of multimodal LLMs in enhancing
dataset quality and diversity for deep learning applications. (Surveyed Paper
GitHub Repo: https://github.com/WSUAgRobotics/data-aug-multi-modal-llm.
Keywords: LLM data augmentation, Grok text data augmentation, DeepSeek image
data augmentation, Grok speech data augmentation, GPT audio augmentation, voice
augmentation, DeepSeek for data augmentation, DeepSeek R1 text data
augmentation, DeepSeek R1 image augmentation, Image Augmentation using LLM,
Text Augmentation using LLM, LLM data augmentation for deep learning
applications)
","['Ranjan Sapkota', 'Shaina Raza', 'Maged Shoman', 'Achyut Paudel', 'Manoj Karkee']"
http://arxiv.org/abs/2312.05520v1,Augmented reality,2023-12-09T10:24:59Z,2023-12-09T10:24:59Z,Augmenty: A Python Library for Structured Text Augmentation,"  Augmnety is a Python library for structured text augmentation. It is built on
top of spaCy and allows for augmentation of both the text and its annotations.
Augmenty provides a wide range of augmenters which can be combined in a
flexible manner to create complex augmentation pipelines. It also includes a
set of primitives that can be used to create custom augmenters such as word
replacement augmenters. This functionality allows for augmentations within a
range of applications such as named entity recognition (NER), part-of-speech
tagging, and dependency parsing.
",['Kenneth Enevoldsen']
http://arxiv.org/abs/2101.05469v1,Augmented reality,2021-01-14T05:59:23Z,2021-01-14T05:59:23Z,Text Augmentation in a Multi-Task View,"  Traditional data augmentation aims to increase the coverage of the input
distribution by generating augmented examples that strongly resemble original
samples in an online fashion where augmented examples dominate training. In
this paper, we propose an alternative perspective -- a multi-task view (MTV) of
data augmentation -- in which the primary task trains on original examples and
the auxiliary task trains on augmented examples. In MTV data augmentation, both
original and augmented samples are weighted substantively during training,
relaxing the constraint that augmented examples must resemble original data and
thereby allowing us to apply stronger levels of augmentation. In empirical
experiments using four common data augmentation techniques on three benchmark
text classification datasets, we find that the MTV leads to higher and more
robust performance improvements than traditional augmentation.
","['Jason Wei', 'Chengyu Huang', 'Shiqi Xu', 'Soroush Vosoughi']"
http://arxiv.org/abs/2203.06172v2,Augmented reality,2022-03-11T18:57:27Z,2022-03-15T15:36:24Z,Deep AutoAugment,"  While recent automated data augmentation methods lead to state-of-the-art
results, their design spaces and the derived data augmentation strategies still
incorporate strong human priors. In this work, instead of fixing a set of
hand-picked default augmentations alongside the searched data augmentations, we
propose a fully automated approach for data augmentation search named Deep
AutoAugment (DeepAA). DeepAA progressively builds a multi-layer data
augmentation pipeline from scratch by stacking augmentation layers one at a
time until reaching convergence. For each augmentation layer, the policy is
optimized to maximize the cosine similarity between the gradients of the
original and augmented data along the direction with low variance. Our
experiments show that even without default augmentations, we can learn an
augmentation policy that achieves strong performance with that of previous
works. Extensive ablation studies show that the regularized gradient matching
is an effective search method for data augmentation policies. Our code is
available at: https://github.com/MSU-MLSys-Lab/DeepAA .
","['Yu Zheng', 'Zhi Zhang', 'Shen Yan', 'Mi Zhang']"
http://arxiv.org/abs/2301.03174v2,Augmented reality,2023-01-09T05:21:17Z,2023-02-27T10:40:22Z,Augmented Quaternion and Augmented Unit Quaternion Optimization,"  In this paper, we introduce and explore augmented quaternions and augmented
unit quaternions, and present an augmented unit quaternion optimization model.
An augmented quaternion consist of a quaternion and a translation vector. The
multiplication rule of augmented quaternion is defined. An augmented unit
quaternion consists of a unit quaternion and a translation vector. The
augmented unit quaternions form a Lie group. By means of augmented unit
quaternions, we study the error model and kinematics. Then we formulate two
classical problems in robot research, i.e., the hand-eye calibration problem
and the simultaneous localization and mapping (SLAM) problem as augmented unit
quaternion optimization problems, which are actually real smooth spherical
equality constrained optimization problems. Comparing with the corresponding
unit dual quaternion optimization model, the augmented unit quaternion
optimization model has less variables and removes the orthogonality
constraints.
","['Liqun Qi', 'Xiangke Wang', 'Chunfeng Cui']"
http://arxiv.org/abs/2312.11309v2,Augmented reality,2023-12-18T16:02:43Z,2024-10-23T05:30:24Z,"The Ultimate Combo: Boosting Adversarial Example Transferability by
  Composing Data Augmentations","  To help adversarial examples generalize from surrogate machine-learning (ML)
models to targets, certain transferability-based black-box evasion attacks
incorporate data augmentations (e.g., random resizing). Yet, prior work has
explored limited augmentations and their composition. To fill the gap, we
systematically studied how data augmentation affects transferability.
Specifically, we explored 46 augmentation techniques originally proposed to
help ML models generalize to unseen benign samples, and assessed how they
impact transferability, when applied individually or composed. Performing
exhaustive search on a small subset of augmentation techniques and genetic
search on all techniques, we identified augmentation combinations that help
promote transferability. Extensive experiments with the ImageNet and CIFAR-10
datasets and 18 models showed that simple color-space augmentations (e.g.,
color to greyscale) attain high transferability when combined with standard
augmentations. Furthermore, we discovered that composing augmentations impacts
transferability mostly monotonically (i.e., more augmentations $\rightarrow$
$\ge$transferability). We also found that the best composition significantly
outperformed the state of the art (e.g., 91.8% vs. $\le$82.5% average
transferability to adversarially trained targets on ImageNet). Lastly, our
theoretical analysis, backed by empirical evidence, intuitively explains why
certain augmentations promote transferability.
","['Zebin Yun', 'Achi-Or Weingarten', 'Eyal Ronen', 'Mahmood Sharif']"
http://arxiv.org/abs/2403.00875v1,Augmented reality,2024-03-01T07:58:29Z,2024-03-01T07:58:29Z,"Enhancing Protein Predictive Models via Proteins Data Augmentation: A
  Benchmark and New Directions","  Augmentation is an effective alternative to utilize the small amount of
labeled protein data. However, most of the existing work focuses on design-ing
new architectures or pre-training tasks, and relatively little work has studied
data augmentation for proteins. This paper extends data augmentation techniques
previously used for images and texts to proteins and then benchmarks these
techniques on a variety of protein-related tasks, providing the first
comprehensive evaluation of protein augmentation. Furthermore, we propose two
novel semantic-level protein augmentation methods, namely Integrated Gradients
Substitution and Back Translation Substitution, which enable protein
semantic-aware augmentation through saliency detection and biological
knowledge. Finally, we integrate extended and proposed augmentations into an
augmentation pool and propose a simple but effective framework, namely
Automated Protein Augmentation (APA), which can adaptively select the most
suitable augmentation combinations for different tasks. Extensive experiments
have shown that APA enhances the performance of five protein related tasks by
an average of 10.55% across three architectures compared to vanilla
implementations without augmentation, highlighting its potential to make a
great impact on the field.
","['Rui Sun', 'Lirong Wu', 'Haitao Lin', 'Yufei Huang', 'Stan Z. Li']"
http://arxiv.org/abs/2410.01088v2,Augmented reality,2024-10-01T21:33:10Z,2025-02-04T17:27:51Z,Exploring Empty Spaces: Human-in-the-Loop Data Augmentation,"  Data augmentation is crucial to make machine learning models more robust and
safe. However, augmenting data can be challenging as it requires generating
diverse data points to rigorously evaluate model behavior on edge cases and
mitigate potential harms. Creating high-quality augmentations that cover these
""unknown unknowns"" is a time- and creativity-intensive task. In this work, we
introduce Amplio, an interactive tool to help practitioners navigate ""unknown
unknowns"" in unstructured text datasets and improve data diversity by
systematically identifying empty data spaces to explore. Amplio includes three
human-in-the-loop data augmentation techniques: Augment With Concepts, Augment
by Interpolation, and Augment with Large Language Model. In a user study with
18 professional red teamers, we demonstrate the utility of our augmentation
methods in helping generate high-quality, diverse, and relevant model safety
prompts. We find that Amplio enabled red teamers to augment data quickly and
creatively, highlighting the transformative potential of interactive
augmentation workflows.
","['Catherine Yeh', 'Donghao Ren', 'Yannick Assogba', 'Dominik Moritz', 'Fred Hohman']"
http://arxiv.org/abs/2107.11990v2,Augmented reality,2021-07-26T06:54:53Z,2023-03-16T05:23:18Z,Augmentation Pathways Network for Visual Recognition,"  Data augmentation is practically helpful for visual recognition, especially
at the time of data scarcity. However, such success is only limited to quite a
few light augmentations (e.g., random crop, flip). Heavy augmentations are
either unstable or show adverse effects during training, owing to the big gap
between the original and augmented images. This paper introduces a novel
network design, noted as Augmentation Pathways (AP), to systematically
stabilize training on a much wider range of augmentation policies. Notably, AP
tames various heavy data augmentations and stably boosts performance without a
careful selection among augmentation policies. Unlike traditional single
pathway, augmented images are processed in different neural paths. The main
pathway handles the light augmentations, while other pathways focus on the
heavier augmentations. By interacting with multiple paths in a dependent
manner, the backbone network robustly learns from shared visual patterns among
augmentations, and suppresses the side effect of heavy augmentations at the
same time. Furthermore, we extend AP to high-order versions for high-order
scenarios, demonstrating its robustness and flexibility in practical usage.
Experimental results on ImageNet demonstrate the compatibility and
effectiveness on a much wider range of augmentations, while consuming fewer
parameters and lower computational costs at inference time.
","['Yalong Bai', 'Mohan Zhou', 'Wei Zhang', 'Bowen Zhou', 'Tao Mei']"
http://arxiv.org/abs/1310.7526v3,Augmented reality,2013-10-28T18:30:24Z,2017-06-05T20:13:39Z,"KCH representations, augmentations, and $A$-polynomials","  We describe a correspondence between augmentations and certain
representations of the knot group. The correspondence makes the 2-variable
augmentation polynomial into a generalization of the classical $A$-polynomial.
It also associates to an augmentation a rank, which is bounded by the bridge
number and shares its behavior under connect sums. We also study augmentations
with rank equal to the braid index.
",['Christopher Cornwell']
http://arxiv.org/abs/1909.09148v2,Augmented reality,2019-09-19T08:36:45Z,2019-11-21T15:56:49Z,"Data Augmentation Revisited: Rethinking the Distribution Gap between
  Clean and Augmented Data","  Data augmentation has been widely applied as an effective methodology to
improve generalization in particular when training deep neural networks.
Recently, researchers proposed a few intensive data augmentation techniques,
which indeed improved accuracy, yet we notice that these methods augment data
have also caused a considerable gap between clean and augmented data. In this
paper, we revisit this problem from an analytical perspective, for which we
estimate the upper-bound of expected risk using two terms, namely, empirical
risk and generalization error, respectively. We develop an understanding of
data augmentation as regularization, which highlights the major features. As a
result, data augmentation significantly reduces the generalization error, but
meanwhile leads to a slightly higher empirical risk. On the assumption that
data augmentation helps models converge to a better region, the model can
benefit from a lower empirical risk achieved by a simple method, i.e., using
less-augmented data to refine the model trained on fully-augmented data. Our
approach achieves consistent accuracy gain on a few standard image
classification benchmarks, and the gain transfers to object detection.
","['Zhuoxun He', 'Lingxi Xie', 'Xin Chen', 'Ya Zhang', 'Yanfeng Wang', 'Qi Tian']"
http://arxiv.org/abs/2003.06606v1,Augmented reality,2020-03-14T11:18:22Z,2020-03-14T11:18:22Z,"Learn to Augment: Joint Data Augmentation and Network Optimization for
  Text Recognition","  Handwritten text and scene text suffer from various shapes and distorted
patterns. Thus training a robust recognition model requires a large amount of
data to cover diversity as much as possible. In contrast to data collection and
annotation, data augmentation is a low cost way. In this paper, we propose a
new method for text image augmentation. Different from traditional augmentation
methods such as rotation, scaling and perspective transformation, our proposed
augmentation method is designed to learn proper and efficient data augmentation
which is more effective and specific for training a robust recognizer. By using
a set of custom fiducial points, the proposed augmentation method is flexible
and controllable. Furthermore, we bridge the gap between the isolated processes
of data augmentation and network optimization by joint learning. An agent
network learns from the output of the recognition network and controls the
fiducial points to generate more proper training samples for the recognition
network. Extensive experiments on various benchmarks, including regular scene
text, irregular scene text and handwritten text, show that the proposed
augmentation and the joint learning methods significantly boost the performance
of the recognition networks. A general toolkit for geometric augmentation is
available.
","['Canjie Luo', 'Yuanzhi Zhu', 'Lianwen Jin', 'Yongpan Wang']"
http://arxiv.org/abs/2010.11171v2,Augmented reality,2020-10-21T17:46:32Z,2021-10-27T00:16:34Z,How Data Augmentation affects Optimization for Linear Regression,"  Though data augmentation has rapidly emerged as a key tool for optimization
in modern machine learning, a clear picture of how augmentation schedules
affect optimization and interact with optimization hyperparameters such as
learning rate is nascent. In the spirit of classical convex optimization and
recent work on implicit bias, the present work analyzes the effect of
augmentation on optimization in the simple convex setting of linear regression
with MSE loss.
  We find joint schedules for learning rate and data augmentation scheme under
which augmented gradient descent provably converges and characterize the
resulting minimum. Our results apply to arbitrary augmentation schemes,
revealing complex interactions between learning rates and augmentations even in
the convex setting. Our approach interprets augmented (S)GD as a stochastic
optimization method for a time-varying sequence of proxy losses. This gives a
unified way to analyze learning rate, batch size, and augmentations ranging
from additive noise to random projections. From this perspective, our results,
which also give rates of convergence, can be viewed as Monro-Robbins type
conditions for augmented (S)GD.
","['Boris Hanin', 'Yi Sun']"
http://arxiv.org/abs/2105.13608v2,Augmented reality,2021-05-28T06:32:32Z,2021-06-02T15:18:33Z,"Not Far Away, Not So Close: Sample Efficient Nearest Neighbour Data
  Augmentation via MiniMax","  In Natural Language Processing (NLP), finding data augmentation techniques
that can produce high-quality human-interpretable examples has always been
challenging. Recently, leveraging kNN such that augmented examples are
retrieved from large repositories of unlabelled sentences has made a step
toward interpretable augmentation. Inspired by this paradigm, we introduce
Minimax-kNN, a sample efficient data augmentation strategy tailored for
Knowledge Distillation (KD). We exploit a semi-supervised approach based on KD
to train a model on augmented data. In contrast to existing kNN augmentation
techniques that blindly incorporate all samples, our method dynamically selects
a subset of augmented samples that maximizes KL-divergence between the teacher
and student models. This step aims to extract the most efficient samples to
ensure our augmented data covers regions in the input space with maximum loss
value. We evaluated our technique on several text classification tasks and
demonstrated that Minimax-kNN consistently outperforms strong baselines. Our
results show that Minimax-kNN requires fewer augmented examples and less
computation to achieve superior performance over the state-of-the-art kNN-based
augmentation techniques.
","['Ehsan Kamalloo', 'Mehdi Rezagholizadeh', 'Peyman Passban', 'Ali Ghodsi']"
http://arxiv.org/abs/2110.13555v2,Augmented reality,2021-10-26T10:33:25Z,2021-11-29T03:38:19Z,Directional Self-supervised Learning for Heavy Image Augmentations,"  Despite the large augmentation family, only a few cherry-picked robust
augmentation policies are beneficial to self-supervised image representation
learning. In this paper, we propose a directional self-supervised learning
paradigm (DSSL), which is compatible with significantly more augmentations.
Specifically, we adapt heavy augmentation policies after the views lightly
augmented by standard augmentations, to generate harder view (HV). HV usually
has a higher deviation from the original image than the lightly augmented
standard view (SV). Unlike previous methods equally pairing all augmented views
to symmetrically maximize their similarities, DSSL treats augmented views of
the same instance as a partially ordered set (with directions as
SV$\leftrightarrow $SV, SV$\leftarrow$HV), and then equips a directional
objective function respecting to the derived relationships among views. DSSL
can be easily implemented with a few lines of codes and is highly flexible to
popular self-supervised learning frameworks, including SimCLR, SimSiam, BYOL.
Extensive experimental results on CIFAR and ImageNet demonstrated that DSSL can
stably improve various baselines with compatibility to a wider range of
augmentations.
","['Yalong Bai', 'Yifan Yang', 'Wei Zhang', 'Tao Mei']"
http://arxiv.org/abs/2206.04726v2,Augmented reality,2022-06-09T18:46:38Z,2022-06-13T07:11:26Z,"COSTA: Covariance-Preserving Feature Augmentation for Graph Contrastive
  Learning","  Graph contrastive learning (GCL) improves graph representation learning,
leading to SOTA on various downstream tasks. The graph augmentation step is a
vital but scarcely studied step of GCL. In this paper, we show that the node
embedding obtained via the graph augmentations is highly biased, somewhat
limiting contrastive models from learning discriminative features for
downstream tasks. Thus, instead of investigating graph augmentation in the
input space, we alternatively propose to perform augmentations on the hidden
features (feature augmentation). Inspired by so-called matrix sketching, we
propose COSTA, a novel COvariance-preServing feaTure space Augmentation
framework for GCL, which generates augmented features by maintaining a ""good
sketch"" of original features. To highlight the superiority of feature
augmentation with COSTA, we investigate a single-view setting (in addition to
multi-view one) which conserves memory and computations. We show that the
feature augmentation with COSTA achieves comparable/better results than graph
augmentation based models.
","['Yifei Zhang', 'Hao Zhu', 'Zixing Song', 'Piotr Koniusz', 'Irwin King']"
http://arxiv.org/abs/2211.01184v1,Augmented reality,2022-11-02T14:58:03Z,2022-11-02T14:58:03Z,"Joint Data and Feature Augmentation for Self-Supervised Representation
  Learning on Point Clouds","  To deal with the exhausting annotations, self-supervised representation
learning from unlabeled point clouds has drawn much attention, especially
centered on augmentation-based contrastive methods. However, specific
augmentations hardly produce sufficient transferability to high-level tasks on
different datasets. Besides, augmentations on point clouds may also change
underlying semantics. To address the issues, we propose a simple but efficient
augmentation fusion contrastive learning framework to combine data
augmentations in Euclidean space and feature augmentations in feature space. In
particular, we propose a data augmentation method based on sampling and graph
generation. Meanwhile, we design a data augmentation network to enable a
correspondence of representations by maximizing consistency between augmented
graph pairs. We further design a feature augmentation network that encourages
the model to learn representations invariant to the perturbations using an
encoder perturbation. We comprehensively conduct extensive object
classification experiments and object part segmentation experiments to validate
the transferability of the proposed framework. Experimental results demonstrate
that the proposed framework is effective to learn the point cloud
representation in a self-supervised manner, and yields state-of-the-art results
in the community. The source code is publicly available at:
https://zhiyongsu.github.io/Project/AFSRL.html.
","['Zhuheng Lu', 'Yuewei Dai', 'Weiqing Li', 'Zhiyong Su']"
http://arxiv.org/abs/2305.13520v1,Augmented reality,2023-05-22T22:23:40Z,2023-05-22T22:23:40Z,"Tied-Augment: Controlling Representation Similarity Improves Data
  Augmentation","  Data augmentation methods have played an important role in the recent advance
of deep learning models, and have become an indispensable component of
state-of-the-art models in semi-supervised, self-supervised, and supervised
training for vision. Despite incurring no additional latency at test time, data
augmentation often requires more epochs of training to be effective. For
example, even the simple flips-and-crops augmentation requires training for
more than 5 epochs to improve performance, whereas RandAugment requires more
than 90 epochs. We propose a general framework called Tied-Augment, which
improves the efficacy of data augmentation in a wide range of applications by
adding a simple term to the loss that can control the similarity of
representations under distortions. Tied-Augment can improve state-of-the-art
methods from data augmentation (e.g. RandAugment, mixup), optimization (e.g.
SAM), and semi-supervised learning (e.g. FixMatch). For example,
Tied-RandAugment can outperform RandAugment by 2.0% on ImageNet. Notably, using
Tied-Augment, data augmentation can be made to improve generalization even when
training for a few epochs and when fine-tuning. We open source our code at
https://github.com/ekurtulus/tied-augment/tree/main.
","['Emirhan Kurtulus', 'Zichao Li', 'Yann Dauphin', 'Ekin Dogus Cubuk']"
id,technology,published,updated,title,summary,authors
http://arxiv.org/abs/2304.09965v1,Blockchain,2023-04-19T20:55:59Z,2023-04-19T20:55:59Z,Vulnerability of Finitely-long Blockchains in Securing Data,"  Recently, blockchain has been applied in various fields to secure data
exchanges and storage in decentralized systems. In a blockchain application
where the task of the application which makes use of the data stored in a
blockchain has to be accomplished by a time instant, the employed blockchain is
essentially finitely-long. In this paper, we consider a general finitely-long
blockchain model which is generalized from most existing works on finitely-long
blockchain applications, and take the first step towards characterizing the
vulnerability of finitely-long blockchains in securing data against
double-spending attacks. For the first time, we develop a general closed-form
expression for the probability of success in launching a double-spending attack
on a finitely-long blockchain. This probability essentially characterizes the
vulnerability of finitely-long blockchains. Then, we prove that the probability
of success in launching a double-spending attack on a finitely-long blockchain
is no greater than that on an infinitely-long blockchain, which implies that
finitely-long blockchains are less vulnerable to double-spending attacks than
infinitely-long blockchains. Moreover, we show that unlike infinitely-long
blockchains which can be surely paralyzed by a 51% attack, finitely-long
blockchains are more resistant to 51% attacks.
","['Yiming Jiang', 'Jiangfan Zhang']"
http://arxiv.org/abs/1905.07014v1,Blockchain,2019-05-15T13:42:46Z,2019-05-15T13:42:46Z,A Framework for Blockchain Interoperability and Runtime Selection,"  The suitability of a particular blockchain for a given use case depends
mainly on the blockchain's functional and non-functional properties. Such
properties may vary over time, and thus, a selected blockchain may become
unsuitable for a given use case. This uncertainty may hinder the widespread
adoption of blockchain technologies in general. To mitigate the impact of
volatile blockchain properties, we propose a framework that monitors several
blockchains, allows the user to define functional and non-functional
requirements, determines the most appropriate blockchain, and enables the
switchover to that chain at runtime. Our evaluation using a reference
implementation shows that switching to another blockchain can save cost and
enable users to benefit from better performance and a higher level of trust.
","['Philipp Frauenthaler', 'Michael Borkowski', 'Stefan Schulte']"
http://arxiv.org/abs/1909.02914v1,Blockchain,2019-09-06T13:55:14Z,2019-09-06T13:55:14Z,"Blockchain Technologies for Smart Energy Systems: Fundamentals,
  Challenges and Solutions","  In this paper, we discuss the integration of blockchain in smart energy
systems. We present various blockchain technology solutions, review important
blockchain platforms, and several blockchain based smart energy projects in
different smart energy domains. The majority of blockchain platforms with
embedded combination of blockchain technology solutions are computing- and
resource- intensive, and hence not entirely suitable for smart energy
applications. We consider the requirements of smart energy systems and
accordingly identify appropriate blockchain technology solutions for smart
energy applications. Our analysis can help in the development of flexible
blockchain platforms for smart energy systems.
","['Naveed UL Hassan', 'Chau Yuen', 'Dusit Niyato']"
